patient_id,fold,k,strategy,replicate,method_id,mean_hidden_dice,mean_hidden_hd95_px,area_curve_relative_rmse,cycle_closure_error,hidden_brier,posterior_predictive_hidden_brier,mean_hidden_predictive_entropy,mean_hidden_predictive_variance,hidden_area_95_coverage,area_95_interval_width_relative,trust_score,trust_threshold,trust_gate_reject,phase_offset_cycles,runtime_s,hidden_images_used_by_estimator,hidden_masks_used_by_estimator,statistical_unit,setting
patient006,0,2,uniform,0,source_mean,0.716248190961058,15.043639916562334,0.3079437652388774,0.006149116064565696,0.053305886685848236,0.053305886685848236,0.0814574658870697,0.0,,,0.009947236627340317,0.00964516643434763,True,0.02273697219789028,0.0808423850685358,False,False,patient,end-to-end sparse image observations
patient006,0,2,random,0,source_mean,0.7151890037910191,15.115485150273999,0.3079469587101306,0.006149116064565696,0.05415656045079231,0.05415656045079231,0.08201754093170166,0.0,,,0.04058856889605522,0.00964516643434763,True,0.022698119282722473,0.0379507199395448,False,False,patient,end-to-end sparse image observations
patient006,0,2,random,1,source_mean,0.7163152466552662,15.007871964942371,0.30794742797084423,0.006149116064565696,0.05350380390882492,0.05350380390882492,0.08179712295532227,0.0,,,0.02124667540192604,0.00964516643434763,True,0.022692525759339333,0.03685350506566465,False,False,patient,end-to-end sparse image observations
patient006,0,2,random,2,source_mean,0.7146824926572429,15.154715085900381,0.30794525941825546,0.006149116064565696,0.05428186058998108,0.05428186058998108,0.08189347386360168,0.0,,,0.018602624535560608,0.00964516643434763,True,0.02271881513297558,0.03657883917912841,False,False,patient,end-to-end sparse image observations
patient006,0,2,random,3,source_mean,0.7111268250045321,15.450575760169198,0.30794402175353397,0.006149116064565696,0.05543537810444832,0.05543537810444832,0.08200536668300629,0.0,,,0.04572950676083565,0.00964516643434763,True,0.022733857855200768,0.03657000698149204,False,False,patient,end-to-end sparse image observations
patient006,0,2,random,4,source_mean,0.715986507783857,15.06603277970387,0.3079467280947627,0.006149116064565696,0.053989529609680176,0.053989529609680176,0.08212701976299286,0.0,,,0.036355309188365936,0.00964516643434763,True,0.02270103432238102,0.03674927703104913,False,False,patient,end-to-end sparse image observations
patient006,0,2,clustered,0,source_mean,0.7130375014822797,15.38598907552874,0.3079471175832334,0.006149116064565696,0.05512135475873947,0.05512135475873947,0.08224192261695862,0.0,,,0.04097771644592285,0.00964516643434763,True,0.022696329280734062,0.03672831994481385,False,False,patient,end-to-end sparse image observations
patient006,0,2,clustered,1,source_mean,0.7166026794183263,15.02520084210683,0.30794631749833057,0.006149116064565696,0.05368543043732643,0.05368543043732643,0.08194656670093536,0.0,,,0.0236457958817482,0.00964516643434763,True,0.022706035524606705,0.035618311958387494,False,False,patient,end-to-end sparse image observations
patient006,0,2,clustered,2,source_mean,0.7131080567046592,15.346580548669186,0.3079474719213807,0.006149116064565696,0.055007003247737885,0.055007003247737885,0.08222848176956177,0.0,,,0.03429429233074188,0.00964516643434763,True,0.02269202284514904,0.03552579693496227,False,False,patient,end-to-end sparse image observations
patient006,0,2,clustered,3,source_mean,0.712832551807892,15.39790633271104,0.3079469405480692,0.006149116064565696,0.055112339556217194,0.055112339556217194,0.08222855627536774,0.0,,,0.046298906207084656,0.00964516643434763,True,0.02269841730594635,0.035036883084103465,False,False,patient,end-to-end sparse image observations
patient006,0,2,clustered,4,source_mean,0.7131157981549022,15.26730685500101,0.3079451542689765,0.006149116064565696,0.054802924394607544,0.054802924394607544,0.08209948986768723,0.0,,,0.03532786667346954,0.00964516643434763,True,0.02272004261612892,0.035848602186888456,False,False,patient,end-to-end sparse image observations
patient021,0,2,uniform,0,source_mean,0.8374083577004463,4.742614889346166,0.36803345836860285,0.006149116064565696,0.019645659253001213,0.019645659253001213,0.08145739138126373,0.0,,,0.009444346651434898,0.00964516643434763,False,0.022763626649975777,0.03529537213034928,False,False,patient,end-to-end sparse image observations
patient021,0,2,random,0,source_mean,0.8398494481940582,4.691564633636272,0.3680339194751028,0.006149116064565696,0.019522082060575485,0.019522082060575485,0.08182784914970398,0.0,,,0.02770925685763359,0.00964516643434763,True,0.022743351757526398,0.0345726921223104,False,False,patient,end-to-end sparse image observations
patient021,0,2,random,1,source_mean,0.8467107097580008,4.527675939297,0.3680342733594286,0.006149116064565696,0.018883399665355682,0.018883399665355682,0.08234357833862305,0.0,,,0.061095427721738815,0.00964516643434763,True,0.022727664560079575,0.03517853282392025,False,False,patient,end-to-end sparse image observations
patient021,0,2,random,2,source_mean,0.8399277455666927,4.691564633636272,0.36803415434224485,0.006149116064565696,0.01950562559068203,0.01950562559068203,0.08184166252613068,0.0,,,0.027244944125413895,0.00964516643434763,True,0.022733433172106743,0.03484864882193506,False,False,patient,end-to-end sparse image observations
patient021,0,2,random,3,source_mean,0.8510138481577753,4.391448487362021,0.3680340131900896,0.006149116064565696,0.01833024062216282,0.01833024062216282,0.08236045390367508,0.0,,,0.0695732980966568,0.00964516643434763,True,0.022739550098776817,0.0346663820091635,False,False,patient,end-to-end sparse image observations
patient021,0,2,random,4,source_mean,0.8407087154466576,4.675699618664367,0.3680335264884931,0.006149116064565696,0.019491735845804214,0.019491735845804214,0.08210352808237076,0.0,,,0.03160950914025307,0.00964516643434763,True,0.022761711850762367,0.03480666107498109,False,False,patient,end-to-end sparse image observations
patient021,0,2,clustered,0,source_mean,0.8442178411246339,4.5789641220528985,0.3680338184816095,0.006149116064565696,0.01903771236538887,0.01903771236538887,0.0820995420217514,0.0,,,0.03601020574569702,0.00964516643434763,True,0.02274981327354908,0.03520925412885845,False,False,patient,end-to-end sparse image observations
